0,CombatZoneResize,133,251,508,391,TLResume,,
0,HeartTeleport,320,320,,,,,
0,HeartMode,１,,,,,,,
0,TLPause,,,,,,,
0.2,BoneV,128,240,3000,0,280,1
0.2,BoneV,503,240,3000,2,280,2
0.4,BoneV,128,280,3000,0,300,2
0.4,BoneV,503,280,3000,2,300,1
0.6,BoneV,128,300,3000,0,320,1
0.6,BoneV,503,300,3000,2,320,2
0.8,BoneV,128,260,3000,0,340,2
0.8,BoneV,503,260,3000,2,340,1
0.1,BoneV,503,260,3000,2,340,1
0.1,BoneV,503,260,3000,2,340,1
0.1,BoneV,503,260,3000,2,340,1
0.2,BoneV,128,240,3000,0,280,1
0.3,BoneV,503,240,3000,2,280,2
0.4,BoneV,128,280,3000,0,300,2
0.4,BoneV,503,280,3000,2,300,1
0.6,BoneV,128,300,3000,0,320,1
0.2,BoneV3,128,240,1,0,280,1,3000
0.2,BoneV3,503,240,1,2,280,2,3000
0.4,BoneV3,128,240,1,0,280,1,3000
0.2,BoneV3,503,240,1,2,280,2,3000
0.4,BoneV3,128,240,1,0,280,1,3000
0.2,BoneV3,503,240,1,2,280,2,3000
0.4,BoneV3,128,240,1,0,280,1,3000
0.2,BoneV3,503,240,1,2,280,2,3000
0.4,BoneV,128,240,3000,2,50,2
0.2,BoneV,128,240,3000,0,50,1
0.2,BoneV,503,240,3000,2,50,2
0.2,BoneV,128,240,3000,0,50,1
0.2,BoneV,503,240,3000,2,50,2
0.2,BoneV,128,240,3000,0,50,1
0.2,BoneV,503,240,3000,2,50,2
0.2,BoneV,128,240,3000,0,50,1
0.2,BoneV,503,240,3000,2,50,2
0.2,BoneV,128,240,3000,0,50,1
0.2,BoneV,503,240,3000,2,50,2
0.2,BoneV,128,240,3000,0,50,1
0.2,BoneV,503,240,3000,2,50,2
0.2,BoneV,128,240,3000,0,50,1
0.2,BoneV,503,240,3000,2,50,2
0.2,BoneV,128,240,3000,0,50,1
0.2,BoneV,503,240,3000,2,50,2
0.2,BoneV,128,240,3000,0,50,1
0.2,BoneV,503,240,3000,2,50,2
3.4,EndAttack,,,,,,,










